time,hashes,url,commits
647975876.0,a97d97295fae1f4cd796b9e948e82d97bf1ef5b2,https://github.com/python/cpython/issues/38807,https://github.com/aisk/cpython/commit/a97d97295fae1f4cd796b9e948e82d97bf1ef5b2
438839269.0,af6c96515de885ee330aa75a0ab69c99208e2b5d,https://github.com/python/cpython/issues/42148,https://github.com/Adriani90/nvda/commit/af6c96515de885ee330aa75a0ab69c99208e2b5d
15532362.0,090d6426b0541bfde316e67327295306d1a0a689,https://github.com/python/cpython/issues/46488,https://github.com/arizvisa/syringe/commit/090d6426b0541bfde316e67327295306d1a0a689
456074282.0,be3becca2abd5fa42a3070c75e75f2fa6729aa75,https://github.com/python/cpython/issues/47937,https://github.com/carljm/cpython/commit/be3becca2abd5fa42a3070c75e75f2fa6729aa75
329375396.0,9fc720e5e4f772598013ea48a3f0d22b2b6b04fa,https://github.com/python/cpython/issues/49213,https://github.com/python/cpython/commit/9fc720e5e4f772598013ea48a3f0d22b2b6b04fa
412091398.0,fce9516a0f81fa4973907f73b6f4718d7a67d99e,https://github.com/python/cpython/issues/51524,https://github.com/python/cpython/commit/fce9516a0f81fa4973907f73b6f4718d7a67d99e
425915664.0,c2bbf3bcb4a29e0c5a2239fc5ea434b6793c6e7d,https://github.com/python/cpython/issues/53502,https://github.com/aisk/cpython/commit/c2bbf3bcb4a29e0c5a2239fc5ea434b6793c6e7d
1907.0,83b0b7807bb52f8dbc255fcd9d1aabfb53a48837,https://github.com/python/cpython/issues/53875,https://github.com/aisk/cpython/commit/83b0b7807bb52f8dbc255fcd9d1aabfb53a48837
943901.0,13e8ac6462ccba265de0eae0d26d0231d02a13d7,https://github.com/python/cpython/issues/55148,https://github.com/peterb-dev/offlineimap3/commit/13e8ac6462ccba265de0eae0d26d0231d02a13d7
140204742.0,a0848d169b6982394c539deead0de18f251dfc6d,https://github.com/python/cpython/issues/57645,https://github.com/python/cpython/commit/a0848d169b6982394c539deead0de18f251dfc6d
348443855.0,fdc73cb26a59fd5dc4c6158f9bedfb55aa5c7df6,https://github.com/python/cpython/issues/57762,https://github.com/iritkatriel/cpython/commit/fdc73cb26a59fd5dc4c6158f9bedfb55aa5c7df6
323811778.0,f43824e75da52631accd8c6167a5d72beb84198a,https://github.com/python/cpython/issues/60580,https://github.com/mdboom/cpython/commit/f43824e75da52631accd8c6167a5d72beb84198a
38820671.0,c6fce527a0edcfffbbeb20cfc3440fb9e62f56c6,https://github.com/python/cpython/issues/60958,https://github.com/sumslogs/ViennaRNA/commit/c6fce527a0edcfffbbeb20cfc3440fb9e62f56c6
297549857.0,1ffde3eb818eadd58f6518f75f0c981b60c2e3ef,https://github.com/python/cpython/issues/61162,https://github.com/python/cpython/commit/1ffde3eb818eadd58f6518f75f0c981b60c2e3ef
64367026.0,a294b34e3fa0933ff5895e28b6f1388280d16a39,https://github.com/python/cpython/issues/61225,https://github.com/KillianLucas/open-interpreter/commit/a294b34e3fa0933ff5895e28b6f1388280d16a39
945582.0,c6fce527a0edcfffbbeb20cfc3440fb9e62f56c6,https://github.com/python/cpython/issues/63754,https://github.com/sumslogs/ViennaRNA/commit/c6fce527a0edcfffbbeb20cfc3440fb9e62f56c6
333438.0,6f86b5a218b6df1325290b034dcaf5a9063926b8,https://github.com/python/cpython/issues/64413,https://github.com/python/devguide/commit/6f86b5a218b6df1325290b034dcaf5a9063926b8
302034379.0,b451e9020df6414e8c51e4e0acd41f855b8742cd,https://github.com/python/cpython/issues/64662,https://github.com/python/cpython/commit/b451e9020df6414e8c51e4e0acd41f855b8742cd
289305200.0,b9c39e36dd0e792c860440174814ae546dfa62b1,https://github.com/python/cpython/issues/65022,https://github.com/carljm/cpython/commit/b9c39e36dd0e792c860440174814ae546dfa62b1
156524370.0,c59ee5193a8a133e8170df6eb47771fe5df86e55,https://github.com/python/cpython/issues/65468,https://github.com/EliahKagan/subaudit/commit/c59ee5193a8a133e8170df6eb47771fe5df86e55
233533873.0,aae7c85912b20b787e346b36c25e86bbf66fd0c8,https://github.com/python/cpython/issues/66246,https://github.com/ruffsl/colcon-cache/commit/aae7c85912b20b787e346b36c25e86bbf66fd0c8
266635989.0,3eb10b2df8c005f902df5c146f663b5d6e263a0c,https://github.com/python/cpython/issues/66897,https://github.com/warsaw/cpython/commit/3eb10b2df8c005f902df5c146f663b5d6e263a0c
375637.0,dba241448f2122c81b11910a449e50d7d83c843a,https://github.com/python/cpython/issues/67316,https://github.com/nicotine-plus/nicotine-plus/commit/dba241448f2122c81b11910a449e50d7d83c843a
281469581.0,55dda560eaf4a20976fe31f19d02860bc94ec43b,https://github.com/python/cpython/issues/67837,https://github.com/fsc-eriker/cpython/commit/55dda560eaf4a20976fe31f19d02860bc94ec43b
66912380.0,253b416452c37acd6381c501e343f00b87905d30,https://github.com/python/cpython/issues/68082,https://github.com/hroncok/cpython/commit/253b416452c37acd6381c501e343f00b87905d30
251515156.0,582fe9aba4a41fa81a32b8a01810abecebae81bb,https://github.com/python/cpython/issues/68395,https://github.com/jbower-fb/cpython-jbowerfb/commit/582fe9aba4a41fa81a32b8a01810abecebae81bb
255850193.0,8a78a36bdc5e75d00d3f757e9b27180f510f80b8,https://github.com/python/cpython/issues/68968,https://github.com/carljm/cpython/commit/8a78a36bdc5e75d00d3f757e9b27180f510f80b8
253837979.0,375fde611096d8858eef3e7a2074e65a6a3e54cc,https://github.com/python/cpython/issues/70303,https://github.com/aisk/cpython/commit/375fde611096d8858eef3e7a2074e65a6a3e54cc
237392960.0,2d03a5403e0c36c6642952aa0309b9c77b55a3f3,https://github.com/python/cpython/issues/71383,https://github.com/aisk/cpython/commit/2d03a5403e0c36c6642952aa0309b9c77b55a3f3
164715356.0,208560db050158c3b2efab3a419019a6e8c0250d,https://github.com/python/cpython/issues/71767,https://github.com/openedx/edx-platform/commit/208560db050158c3b2efab3a419019a6e8c0250d
137289.0,954571129db0aa2e8d54f33741a67496073ee13c,https://github.com/python/cpython/issues/71813,https://github.com/python/devguide/commit/954571129db0aa2e8d54f33741a67496073ee13c
6578.0,78eb4516b365a47078e1f720e18bb575c8aabd8a,https://github.com/python/cpython/issues/71932,https://github.com/python/devguide/commit/78eb4516b365a47078e1f720e18bb575c8aabd8a
234344180.0,d42f79c8cf38123d321fddb364bab8de6c6ae45a,https://github.com/python/cpython/issues/72463,https://github.com/woodruffw-forks/cpython/commit/d42f79c8cf38123d321fddb364bab8de6c6ae45a
178981361.0,dc0a87d9a0cf18fdfc51865a3c1bd2d5ebe9eae9,https://github.com/python/cpython/issues/73588,https://github.com/python/cpython/commit/dc0a87d9a0cf18fdfc51865a3c1bd2d5ebe9eae9
1051.0,6c9d31d33d781f5aafff19dc3a0deb65b9ca23b9,https://github.com/python/cpython/issues/73643,https://github.com/Starwort/aoc_helper/commit/6c9d31d33d781f5aafff19dc3a0deb65b9ca23b9
183806147.0,080cb27829aa1a461d80504b32c362cbc14a5a75,https://github.com/python/cpython/issues/74033,https://github.com/python/cpython/commit/080cb27829aa1a461d80504b32c362cbc14a5a75
124411506.0,499f8416b38f7c1d752606ebda2c3131f2c3b681,https://github.com/python/cpython/issues/74168,https://github.com/fumitoh/modelx/commit/499f8416b38f7c1d752606ebda2c3131f2c3b681
185958743.0,8127ccbf3613c841ed4d1a660f6d992c308e0c81,https://github.com/python/cpython/issues/74468,https://github.com/warsaw/cpython/commit/8127ccbf3613c841ed4d1a660f6d992c308e0c81
213858638.0,eddfdb3e509de7cbb591d89f9313fbb3394a0724,https://github.com/python/cpython/issues/74668,https://github.com/python/cpython/commit/eddfdb3e509de7cbb591d89f9313fbb3394a0724
