time,hashes,url,commits
178370345.0,5976df922bb352f2de093dc18e8e90e9f9529746,https://github.com/python/cpython/issues/74895,https://github.com/carljm/cpython/commit/5976df922bb352f2de093dc18e8e90e9f9529746
132791309.0,a2aa12f3bec4e77927d8447d78a59fb87ed53187,https://github.com/python/cpython/issues/75039,https://github.com/dbungert/aiocoap/commit/a2aa12f3bec4e77927d8447d78a59fb87ed53187
181865993.0,b1bb3a73c89f9ff8c52ede552e76b473715ed18e,https://github.com/python/cpython/issues/75367,https://github.com/carljm/cpython/commit/b1bb3a73c89f9ff8c52ede552e76b473715ed18e
202399489.0,735fc2cbbcf875c359021b5b2af7f4c29f4cf66d,https://github.com/python/cpython/issues/75988,https://github.com/python/cpython/commit/735fc2cbbcf875c359021b5b2af7f4c29f4cf66d
86137923.0,ef56e1d68447742e0035ef8d75634c51e955a59c,https://github.com/python/cpython/issues/76025,https://github.com/searxng/searxng/commit/ef56e1d68447742e0035ef8d75634c51e955a59c
196356348.0,c75df4b13a1ec6317699142b29380bc500f52dcf,https://github.com/python/cpython/issues/76511,https://github.com/python/cpython/commit/c75df4b13a1ec6317699142b29380bc500f52dcf
163668670.0,ecd532857de380efaf9b80d5692042324d464b0e,https://github.com/python/cpython/issues/76846,https://github.com/warsaw/cpython/commit/ecd532857de380efaf9b80d5692042324d464b0e
157722176.0,46416b9004b687856eaa73e5d48520cd768bbf82,https://github.com/python/cpython/issues/76961,https://github.com/python/cpython/commit/46416b9004b687856eaa73e5d48520cd768bbf82
153840600.0,fdc73cb26a59fd5dc4c6158f9bedfb55aa5c7df6,https://github.com/python/cpython/issues/76963,https://github.com/iritkatriel/cpython/commit/fdc73cb26a59fd5dc4c6158f9bedfb55aa5c7df6
132654500.0,226fdce45d217d6e9375d784d1e6aba00c7c491c,https://github.com/python/cpython/issues/77403,https://github.com/python/cpython/commit/226fdce45d217d6e9375d784d1e6aba00c7c491c
179637656.0,0a757b17b3d3f4ca8ad94f2ee0042bc043e27cc6,https://github.com/python/cpython/issues/77749,https://github.com/aisk/cpython/commit/0a757b17b3d3f4ca8ad94f2ee0042bc043e27cc6
